,id,value,first_seen,last_seen,relationship_count,detections_count
0,eff394d0-c227-3f3a-bdb0-585841563763,dtm.advertising.com,2020-08-05,2021-03-04,1,0
1,3b2c9bd0-c101-3f11-8848-45c5ce1981e8,53270aa254367765775e1a3cdfe3fd90,2020-08-05,2021-03-04,1,0
2,f02f556a-7032-34d2-bec9-283c431ffa93,cc6ebeea48a12b396c5fa797e595a0c3b96942de,2020-08-05,2021-03-04,1,0
3,5bef5099-dfee-3e66-b252-e3da5797e63f,495877d3c5066ef80184ba53079067cb,2020-08-05,2021-03-04,1,0
4,ba572a0e-89b9-3bb6-9829-3a67ef8e29eb,ea67d76e9d2e9ce3a8e5f80ff9be8f17b2cd5b1212153fdf36833497d9c060c0,2020-08-05,2021-03-04,1,0
5,0401d32d-11eb-30cb-b5b6-a21b35876e62,b690394540cab9b7f8cc6c98fd95b4522b84d1a5203b19c4974b58829889da4c,2020-08-05,2021-03-04,1,0
6,f61634d8-e100-3dec-87a1-39099a51604d,f81e20c5059fe1d364080e51974418d8,2020-08-05,2021-03-04,1,0
7,39700ae9-029d-3a27-bb97-c53521c80570,host02.jacosb.com,2020-08-05,2021-03-04,1,0
8,bda72a12-b310-30a9-8f43-6ceaa7937426,9d863756a69401765252f5133023240c,2020-08-05,2021-03-04,1,0
9,b3e56e62-da79-3606-bc7d-79d424103c7e,b5c32b44961c7400bd08bc4ca12a83a1,2020-08-05,2021-03-04,1,0
10,4087642e-d8e1-31c5-b008-cd453848f226,1h100.net,2020-08-05,2021-03-04,1,0
11,cb93b336-e128-3ffd-88df-00dd6452c76f,corpnt.crabdance.com,2020-08-05,2021-03-04,1,0
12,6de25b8e-58df-348d-9f52-1ea3ef0fee8d,135d00ece30efd46cf279645771f6f92,2020-08-05,2021-03-04,1,0
13,6f2ec1c0-8abd-382c-bd99-43e69d2ffbb1,7ddf02a5afaab8e03ebd9af04b76603a,2020-08-05,2021-03-04,1,0
14,ad85cbcf-7611-392f-82bd-42225454dfc3,d80e3af7732993ceba88bce377d4be1a,2020-08-05,2021-03-04,2,0
15,28893161-3ce1-3473-a33e-3dbdf62b3a1a,www.jbossas.org,2020-08-05,2021-03-04,1,0
16,7e5162a4-a3db-344a-9c14-06be2e819490,4e2d8ca775d0214e2532acd778b91424,2020-08-05,2021-03-04,1,0
17,3d57263c-be84-312f-ab34-9e753b916ca8,ccf87057a4ab02e53bff5828d779a6e704b040aef863f66e8f571638d7d50cd2,2020-08-05,2021-03-04,1,0
18,0e3caafa-1f1d-363d-9cf6-e071af8a8f22,76259880a346ac1c3c8a9795af134f59,2020-08-05,2021-03-04,1,0
19,d14b9963-1599-319d-ae1a-18672043e5c7,7bdf8fdb2849ef8ca24586976eb28c0b,2020-08-05,2021-03-04,1,0
20,11597eaf-c038-393a-ab0f-6a36fe7c9bf8,ca5a35d71a01aaecc28877d316230d20,2020-08-05,2021-03-04,1,0
21,218bebd7-4f92-3d74-958d-87f1f65aaa05,9fc086b05787fb2e6c201de63e6e0698,2020-08-05,2021-03-04,1,0
22,537aae12-056b-3572-b931-89b66446b145,d778f8d822376ccd4d2e9dd7f2f0f947,2020-08-05,2021-03-04,1,0
23,4e370e67-35f7-3297-be21-ff21c4d5b53b,86340ce88ced1c9c67be335caad8bf9f,2020-08-05,2021-03-04,1,0
24,277809cb-9686-3091-bb7e-edef6633f9a9,cf488e31889546b5f1688d271ca0d51f,2020-08-05,2021-03-04,1,0
25,2f9a7843-ce94-3304-a36c-e36a314bbaf6,2fa3688d9325601dab3606685d9caa34,2020-08-05,2021-03-04,1,0
26,270f474d-788c-3956-8a56-9e9c5cbaf401,885c5eb20c3b40eed76fd3c48b912697,2020-08-05,2021-03-04,1,0
27,d42920ea-ae35-3b67-98a9-fee8f7bf488d,jbossas.org,2020-08-05,2021-03-04,1,0
28,3df0b92e-a12b-3cfd-aa59-819e588c6ce8,supermanbox.org,2020-08-05,2021-03-04,1,0
29,59d6d16f-941f-39a4-83b0-8aba4f36af05,1cb673679f37b6a3f482bb59b52423ab,2020-08-05,2021-03-04,1,0
30,17c6d58d-2a76-3ddd-bd6e-21859408148b,40a00b89365c739950140697a6474286,2020-08-05,2021-03-04,1,0
31,6be4dd70-5855-3c47-91b7-1cf88ec1a52c,5029b0d6f6621bf8e8f524fcea69d2b8,2020-08-05,2021-03-04,1,0
32,1844cf83-52ae-3c83-9669-6137dd3daada,feedback.turkishairiine.com,2020-08-05,2021-03-04,1,0
33,5f16309f-ec93-35c4-bbbc-aee2a20be1f5,de33dfce8143f9f929abda910632f7536ffa809603ec027a4193d5e57880b292,2020-08-05,2021-03-04,1,0
34,cdb740c0-b778-3d4c-b67d-742a1ac7c451,2b71a7f8a567399831e4eabe56608e79,2020-08-05,2021-03-04,1,0
35,cd843c9c-ab17-3672-9b97-a2ac7c37ee63,www.nsa.org.cn,2020-08-05,2021-03-04,1,0
36,19f4b661-9032-379a-b796-8a7139b1576d,www.svsk.net,2020-08-05,2021-03-04,1,0
37,85dba815-0a46-30f3-a774-7074c9f8e96c,www.xjjboss.com,2020-08-05,2021-03-04,1,0
38,3191b8ca-23f1-3a1f-af19-a35a2b2b76ff,615b022a56e2473b92c22efa9198a2210f21bdc3,2020-08-05,2021-03-04,1,0
39,cee3ba3e-a0ba-3ad0-8b41-806417427313,16652d4213991ae58e268ae03a4c4e97,2020-08-05,2021-03-04,1,0
40,e2b6d207-9aa5-3611-904e-d1db9869ccde,74.207.254.87,2020-08-05,2021-03-04,1,0
