,id,value,first_seen,last_seen,relationship_count,detections_count
0,4bcc12d7-240f-3d3d-9436-8f519d64ce6a,0e30b216f2796512802f4803635d46ad,2020-08-05,2021-03-15,1,0
1,2128b11f-d821-310b-9f93-adbd08da4c2d,dceebb88bfa69473b29b9f9322c8594c61da8856,2020-08-05,2021-03-15,1,0
2,e5b7011a-5022-3257-86f0-fb1bfcc6c0bc,15aca191deffb8dde331e67ddfe25cef,2020-08-05,2021-03-15,1,0
3,d4b2290a-0bbd-30f9-ba0c-83b17d54c890,de5593f0af706eef5003a10985ecc602562b2929,2020-08-05,2021-03-15,1,0
4,112f2899-8b08-3ccf-8e65-86c60eb2a3d0,9a4d1671d9f390c338783dc64a83ffc6,2020-08-05,2021-03-15,1,0
5,c83be017-1612-30ae-915e-64595962024f,af54231cb0f39cbba6bb4d3c19c35b59d8e987c0,2020-08-05,2021-03-15,1,0
6,7ea5e587-5526-359d-a915-8c9a70709390,81.136.153.90,2020-08-05,2021-03-15,1,0
7,0d3c37ff-3496-3c08-97ee-1f82654f564a,121.14.43.169,2020-08-05,2021-03-15,1,0
8,92acdcb2-38b5-3aac-a340-0e9f75df14a9,021728fcc714882a8c30501222c6795c,2020-08-05,2021-03-15,1,0
9,8c3e6e49-d104-3dd4-acb2-40f370ae1752,1cfdde25057f0e2fa8db45cc682e17a7,2020-08-05,2021-03-15,1,0
