,id,value,first_seen,last_seen,relationship_count,detections_count
0,941d23e2-6587-3c2c-8556-31bfd3122453,5415b299f969c62174a624d236a56f42,2020-08-05,2021-03-15,1,0
1,c8fdfa39-e3a0-3947-b38a-474fe530ed3c,f93b89a707c647ba492efe4515bb69a627ce14f35926ee4147e13d2e030ab55b,2020-08-05,2021-03-15,1,0
2,e38578e5-933f-3b85-b7f9-03ec6f6dc6fd,cda841969847c626f9e477b5edfb6522ebbeabe055c4a0acce570d9d2922bb94,2020-08-05,2021-03-15,1,0
3,d23add2d-6fb4-398a-a0b5-fb894a8f3c63,cd925e2464d251f02b4d425e301acf276e13eeccbbf5996ade5a6f355802abb7,2020-08-05,2021-03-15,1,0
4,cc47aa5b-e7ba-3fca-a615-d8286ef017c5,b68434af08360e6cf7a51d623195caa1,2020-08-05,2021-03-15,1,0
5,13134aa2-0a07-3f10-888f-793c3976a86a,http://89.37.226.123/advance/portable_version/service.php,2020-08-05,2021-03-15,1,0
6,4edc1aa6-43d9-391a-a727-bd9c132aa007,333d2b9e99b36fb42f9e79a2833fad9c,2018-06-14,2021-03-15,2,0
7,f4b23618-8814-3483-99a9-3fc344fdd93b,03ff895c99555f00792a41e3b014f16ef6b4bb0c74d1fa2237a6a9275e2b2109,2020-08-05,2021-03-15,1,0
8,96b3411a-1ab7-314b-8e1a-b4553aa2898a,ea5722ed66bd75871e24f7f88c5133aa,2018-12-10,2021-03-15,2,0
9,923e2e79-b6f1-331b-a424-94e7920249f1,ca8087d1ec75ac6fcbad918c8f6559612b7cf8633e29bbcb3bbc8a9cbc793801,2020-08-05,2021-03-15,1,0
